GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,Pop_1850
G2100970,1850,Kentucky,210,Harrison,970,Harrison,13064
G2100990,1850,Kentucky,210,Hart,990,Hart,9093
G2101010,1850,Kentucky,210,Henderson,1010,Henderson,12171
G2101030,1850,Kentucky,210,Henry,1030,Henry,11442
G2101050,1850,Kentucky,210,Hickman,1050,Hickman,4791
G2101070,1850,Kentucky,210,Hopkins,1070,Hopkins,12441
G2101110,1850,Kentucky,210,Jefferson,1110,Jefferson,59831
G2101130,1850,Kentucky,210,Jessamine,1130,Jessamine,10249
G2101150,1850,Kentucky,210,Johnson,1150,Johnson,3873
G2101170,1850,Kentucky,210,Kenton,1170,Kenton,17038
G2101210,1850,Kentucky,210,Knox,1210,Knox,7050
G2101230,1850,Kentucky,210,Larue,1230,Larue,5859
G2101250,1850,Kentucky,210,Laurel,1250,Laurel,4145
G2101270,1850,Kentucky,210,Lawrence,1270,Lawrence,6281
G2101330,1850,Kentucky,210,Letcher,1330,Letcher,2512
G2101350,1850,Kentucky,210,Lewis,1350,Lewis,7202
G2101370,1850,Kentucky,210,Lincoln,1370,Lincoln,10093
G2101390,1850,Kentucky,210,Livingston,1390,Livingston,6578
G2101410,1850,Kentucky,210,Logan,1410,Logan,16581
G2101450,1850,Kentucky,210,McCracken,1450,Mccracken,6067
G2101510,1850,Kentucky,210,Madison,1510,Madison,15727
G2101550,1850,Kentucky,210,Marion,1550,Marion,11765
G2101570,1850,Kentucky,210,Marshall,1570,Marshall,5269
G2101610,1850,Kentucky,210,Mason,1610,Mason,18344
G2101630,1850,Kentucky,210,Meade,1630,Meade,7393
G2101670,1850,Kentucky,210,Mercer,1670,Mercer,14067
G2101710,1850,Kentucky,210,Monroe,1710,Monroe,7756
G2101730,1850,Kentucky,210,Montgomery,1730,Montgomery,9903
G2101750,1850,Kentucky,210,Morgan,1750,Morgan,7620
G2101770,1850,Kentucky,210,Muhlenberg,1770,Muhlenberg,9809
G2101790,1850,Kentucky,210,Nelson,1790,Nelson,14789
G2101810,1850,Kentucky,210,Nicholas,1810,Nicholas,10361
G2101830,1850,Kentucky,210,Ohio,1830,Ohio,9749
G2101850,1850,Kentucky,210,Oldham,1850,Oldham,7629
G2101870,1850,Kentucky,210,Owen,1870,Owen,10444
G2101890,1850,Kentucky,210,Owsley,1890,Owsley,3774
G2101910,1850,Kentucky,210,Pendleton,1910,Pendleton,6774
G2101930,1850,Kentucky,210,Perry,1930,Perry,3092
G2101950,1850,Kentucky,210,Pike,1950,Pike,5365
G2101990,1850,Kentucky,210,Pulaski,1990,Pulaski,14195
G2102030,1850,Kentucky,210,Rockcastle,2030,Rockcastle,4697
G2102070,1850,Kentucky,210,Russell,2070,Russell,5349
G2102090,1850,Kentucky,210,Scott,2090,Scott,14946
G2102110,1850,Kentucky,210,Shelby,2110,Shelby,17095
G2102130,1850,Kentucky,210,Simpson,2130,Simpson,7733
G2102150,1850,Kentucky,210,Spencer,2150,Spencer,6842
G2102170,1850,Kentucky,210,Taylor,2170,Taylor,7250
G2102190,1850,Kentucky,210,Todd,2190,Todd,12268
G2102210,1850,Kentucky,210,Trigg,2210,Trigg,10129
G2102230,1850,Kentucky,210,Trimble,2230,Trimble,5963
G2102250,1850,Kentucky,210,Union,2250,Union,9012
G2102270,1850,Kentucky,210,Warren,2270,Warren,15123
G2102290,1850,Kentucky,210,Washington,2290,Washington,12194
G2102310,1850,Kentucky,210,Wayne,2310,Wayne,8692
G2102350,1850,Kentucky,210,Whitley,2350,Whitley,7447
G2102390,1850,Kentucky,210,Woodford,2390,Woodford,12423
G2200050,1850,Louisiana,220,Ascension,50,Ascension,10752
G2200070,1850,Louisiana,220,Assumption,70,Assumption,10538
G2200090,1850,Louisiana,220,Avoyelles,90,Avoyelles,9326
G2200130,1850,Louisiana,220,Bienville,130,Bienville,5539
G2200150,1850,Louisiana,220,Bossier,150,Bossier,6962
G2200170,1850,Louisiana,220,Caddo,170,Caddo,8884
G2200190,1850,Louisiana,220,Calcasieu,190,Calcasieu,3914
G2200210,1850,Louisiana,220,Caldwell,210,Caldwell,2815
G2200235,1850,Louisiana,220,Carroll,235,Carroll,8789
G2200250,1850,Louisiana,220,Catahoula,250,Catahoula,7132
G2200270,1850,Louisiana,220,Claiborne,270,Claiborne,7471
G2200290,1850,Louisiana,220,Concordia,290,Concordia,7758
G2200310,1850,Louisiana,220,De Soto,310,De Soto,8023
G2200330,1850,Louisiana,220,East Baton Rouge,330,East Baton Rouge,11977
G2200370,1850,Louisiana,220,East Feliciana,370,East Feliciana,13598
G2200410,1850,Louisiana,220,Franklin,410,Franklin,3251
G2200470,1850,Louisiana,220,Iberville,470,Iberville,12278
G2200490,1850,Louisiana,220,Jackson,490,Jackson,5566
G2200510,1850,Louisiana,220,Jefferson,510,Jefferson,25093
G2200550,1850,Louisiana,220,Lafayette,550,Lafayette,6720
G2200570,1850,Louisiana,220,Lafourche,570,Lafourche,9532
G2200630,1850,Louisiana,220,Livingston,630,Livingston,3385
G2200650,1850,Louisiana,220,Madison,650,Madison,8773
G2200670,1850,Louisiana,220,Morehouse,670,Morehouse,3913
G2200690,1850,Louisiana,220,Natchitoches,690,Natchitoches,14228
G2200710,1850,Louisiana,220,Orleans,710,Orleans,119460
G2200730,1850,Louisiana,220,Ouachita,730,Ouachita,5008
G2200750,1850,Louisiana,220,Plaquemines,750,Plaquemines,7390
G2200770,1850,Louisiana,220,Pointe Coupee,770,Pointe Coupee,11339
G2200790,1850,Louisiana,220,Rapides,790,Rapides,16561
G2200850,1850,Louisiana,220,Sabine,850,Sabine,4515
G2200870,1850,Louisiana,220,St Bernard,870,St Bernard,3802
G2200890,1850,Louisiana,220,St Charles,890,St Charles,5120
G2200910,1850,Louisiana,220,St Helena,910,St Helena,4561
G2200930,1850,Louisiana,220,St James,930,St James,11098
G2200950,1850,Louisiana,220,St John The Baptist,950,St John The Baptist,7317
G2200970,1850,Louisiana,220,St Landry,970,St Landry,22253
G2200990,1850,Louisiana,220,St Martin,990,St Martin,11761
G2201010,1850,Louisiana,220,St Mary,1010,St Mary,13697
G2201030,1850,Louisiana,220,St Tammany,1030,St Tammany,6364
G2201070,1850,Louisiana,220,Tensas,1070,Tensas,9040
G2201090,1850,Louisiana,220,Terrebonne,1090,Terrebonne,7724
G2201110,1850,Louisiana,220,Union,1110,Union,8203
G2201130,1850,Louisiana,220,Vermillion,1130,Vermillion,3409
G2201170,1850,Louisiana,220,Washington,1170,Washington,3408
G2201210,1850,Louisiana,220,West Baton Rouge,1210,West Baton Rouge,6270
G2201250,1850,Louisiana,220,West Feliciana,1250,West Feliciana,13245
G2300030,1850,Maine,230,Aroostook,30,Aroostook,12529
G2300050,1850,Maine,230,Cumberland,50,Cumberland,79538
G2300070,1850,Maine,230,Franklin,70,Franklin,20027
G2300090,1850,Maine,230,Hancock,90,Hancock,34372
G2300110,1850,Maine,230,Kennebec,110,Kennebec,62521
G2300150,1850,Maine,230,Lincoln,150,Lincoln,74875
G2300170,1850,Maine,230,Oxford,170,Oxford,39763
G2300190,1850,Maine,230,Penobscot,190,Penobscot,63089
G2300210,1850,Maine,230,Piscataquis,210,Piscataquis,14735
G2300250,1850,Maine,230,Somerset,250,Somerset,35581
G2300270,1850,Maine,230,Waldo,270,Waldo,47230
G2300290,1850,Maine,230,Washington,290,Washington,38811
G2300310,1850,Maine,230,York,310,York,60098
G2400010,1850,Maryland,240,Allegany,10,Allegany,22769
G2400030,1850,Maryland,240,Anne Arundel,30,Anne Arundel,32393
G2400050,1850,Maryland,240,Baltimore,50,Baltimore,210646
G2400090,1850,Maryland,240,Calvert,90,Calvert,9646
G2400110,1850,Maryland,240,Caroline,110,Caroline,9692
G2400130,1850,Maryland,240,Carroll,130,Carroll,20616
G2400150,1850,Maryland,240,Cecil,150,Cecil,18939
G2400170,1850,Maryland,240,Charles,170,Charles,16162
G2400190,1850,Maryland,240,Dorchester,190,Dorchester,18877
G2400210,1850,Maryland,240,Frederick,210,Frederick,40987
G2400250,1850,Maryland,240,Harford,250,Harford,19356
G2400290,1850,Maryland,240,Kent,290,Kent,11386
G2400310,1850,Maryland,240,Montgomery,310,Montgomery,15860
G2400330,1850,Maryland,240,Prince Georges,330,Prince Georges,21549
G2400350,1850,Maryland,240,Queen Anne's,350,Queen Anne's,14484
G2400370,1850,Maryland,240,St Mary's,370,St Mary's,13698
G2400390,1850,Maryland,240,Somerset,390,Somerset,22456
G2400410,1850,Maryland,240,Talbot,410,Talbot,13811
G2400430,1850,Maryland,240,Washington,430,Washington,30848
G2400470,1850,Maryland,240,Worcester,470,Worcester,18859
G2500010,1850,Massachusetts,250,Barnstable,10,Barnstable,35276
G2500030,1850,Massachusetts,250,Berkshire,30,Berkshire,49591
G2500050,1850,Massachusetts,250,Bristol,50,Bristol,76192
G2500070,1850,Massachusetts,250,Dukes,70,Dukes,4540
G2500090,1850,Massachusetts,250,Essex,90,Essex,131300
G2500110,1850,Massachusetts,250,Franklin,110,Franklin,30870
G2500130,1850,Massachusetts,250,Hampden,130,Hampden,51283
G2500150,1850,Massachusetts,250,Hampshire,150,Hampshire,35732
G2500170,1850,Massachusetts,250,Middlesex,170,Middlesex,161383
G2500190,1850,Massachusetts,250,Nantucket,190,Nantucket,8452
G2500210,1850,Massachusetts,250,Norfolk,210,Norfolk,78892
G2500230,1850,Massachusetts,250,Plymouth,230,Plymouth,55697
G2500250,1850,Massachusetts,250,Suffolk,250,Suffolk,144517
G2500270,1850,Massachusetts,250,Worcester,270,Worcester,130789
G2600050,1850,Michigan,260,Allegan,50,Allegan,5125
G2600150,1850,Michigan,260,Barry,150,Barry,5072
G2600210,1850,Michigan,260,Berrien,210,Berrien,11417
G2600230,1850,Michigan,260,Branch,230,Branch,12472
G2600250,1850,Michigan,260,Calhoun,250,Calhoun,19162
G2600270,1850,Michigan,260,Cass,270,Cass,10907
G2600330,1850,Michigan,260,Chippewa,330,Chippewa,898
G2600370,1850,Michigan,260,Clinton,370,Clinton,5102
G2600450,1850,Michigan,260,Eaton,450,Eaton,7058
G2600490,1850,Michigan,260,Genesee,490,Genesee,12031
G2600590,1850,Michigan,260,Hillsdale,590,Hillsdale,16159
G2600610,1850,Michigan,260,Houghton,610,Houghton,708
G2600630,1850,Michigan,260,Huron,630,Huron,210
G2600650,1850,Michigan,260,Ingham,650,Ingham,8631
G2600670,1850,Michigan,260,Ionia,670,Ionia,7597
G2600750,1850,Michigan,260,Jackson,750,Jackson,19431
G2600770,1850,Michigan,260,Kalamazoo,770,Kalamazoo,13179
G2600810,1850,Michigan,260,Kent,810,Kent,12016
G2600870,1850,Michigan,260,Lapeer,870,Lapeer,7029
G2600910,1850,Michigan,260,Lenawee,910,Lenawee,26372
G2600930,1850,Michigan,260,Livingston,930,Livingston,13485
G2600990,1850,Michigan,260,Macomb,990,Macomb,15530
G2601030,1850,Michigan,260,Marquette,1030,Marquette,136
G2601050,1850,Michigan,260,Mason,1050,Mason,93
G2601095,1850,Michigan,260,Michilimackinac,1095,Michilimackinac,3598
G2601110,1850,Michigan,260,Midland,1110,Midland,65
G2601150,1850,Michigan,260,Monroe,1150,Monroe,14698
G2601170,1850,Michigan,260,Montcalm,1170,Montcalm,891
G2601230,1850,Michigan,260,Newaygo,1230,Newaygo,510
G2601250,1850,Michigan,260,Oakland,1250,Oakland,31270
G2601270,1850,Michigan,260,Oceana,1270,Oceana,300
G2601310,1850,Michigan,260,Ontonagon,1310,Ontonagon,389
G2601390,1850,Michigan,260,Ottawa,1390,Ottawa,5587
G2601450,1850,Michigan,260,Saginaw,1450,Saginaw,2609
G2601470,1850,Michigan,260,St Clair,1470,St Clair,10420
G2601490,1850,Michigan,260,St Joseph,1490,St Joseph,12725
G2601510,1850,Michigan,260,Sanilac,1510,Sanilac,2112
G2601530,1850,Michigan,260,Schoolcraft,1530,Schoolcraft,16
G2601550,1850,Michigan,260,Shiawassee,1550,Shiawassee,5230
G2601570,1850,Michigan,260,Tuscola,1570,Tuscola,291
G2601590,1850,Michigan,260,Van Buren,1590,Van Buren,5800
G2601610,1850,Michigan,260,Washtenaw,1610,Washtenaw,28567
G2601630,1850,Michigan,260,Wayne,1630,Wayne,42756
G2750015,1850,Minnesota Territory,275,Benton,15,Benton,418
G2750035,1850,Minnesota Territory,275,Dakotah,35,Dakotah,584
G2750055,1850,Minnesota Territory,275,Itasca,55,Itasca,97
G2750075,1850,Minnesota Territory,275,Mankahta,75,Mankahta,158
G2750095,1850,Minnesota Territory,275,Pembina,95,Pembina,1134
G2750115,1850,Minnesota Territory,275,Ramsey,115,Ramsey,2227
G2750135,1850,Minnesota Territory,275,Wabasha,135,Wabasha,243
G2750155,1850,Minnesota Territory,275,Wahnahta,155,Wahnahta,160
G2750165,1850,Minnesota Territory,275,Wahnahta-Mankahta [multi-county reporting area],165,Wahnahta-Mankahta (multi-county reporting area),
G2750175,1850,Minnesota Territory,275,Washington,175,Washington,1056
G2800010,1850,Mississippi,280,Adams,10,Adams,18601
G2800050,1850,Mississippi,280,Amite,50,Amite,9694
G2800070,1850,Mississippi,280,Attala,70,Attala,10991
G2800110,1850,Mississippi,280,Bolivar,110,Bolivar,2577
G2800150,1850,Mississippi,280,Carroll,150,Carroll,18491
G2800170,1850,Mississippi,280,Chickasaw,170,Chickasaw,16369
G2800190,1850,Mississippi,280,Choctaw,190,Choctaw,11402
G2800210,1850,Mississippi,280,Claiborne,210,Claiborne,14941
G2800230,1850,Mississippi,280,Clarke,230,Clarke,5477
G2800270,1850,Mississippi,280,Coahoma,270,Coahoma,2780
G2800290,1850,Mississippi,280,Copiah,290,Copiah,11794
G2800310,1850,Mississippi,280,Covington,310,Covington,3338
G2800330,1850,Mississippi,280,De Soto,330,De Soto,19042
G2800370,1850,Mississippi,280,Franklin,370,Franklin,5904
G2800410,1850,Mississippi,280,Greene,410,Greene,2018
G2800450,1850,Mississippi,280,Hancock,450,Hancock,3672
G2800470,1850,Mississippi,280,Harrison,470,Harrison,4875
G2800490,1850,Mississippi,280,Hinds,490,Hinds,25340
G2800510,1850,Mississippi,280,Holmes,510,Holmes,13928
G2800550,1850,Mississippi,280,Issaquena,550,Issaquena,4478
G2800570,1850,Mississippi,280,Itawamba,570,Itawamba,13528
G2800590,1850,Mississippi,280,Jackson,590,Jackson,3196
G2800610,1850,Mississippi,280,Jasper,610,Jasper,6184
G2800630,1850,Mississippi,280,Jefferson,630,Jefferson,13193
G2800670,1850,Mississippi,280,Jones,670,Jones,2164
G2800690,1850,Mississippi,280,Kemper,690,Kemper,12517
G2800710,1850,Mississippi,280,Lafayette,710,Lafayette,14069
G2800750,1850,Mississippi,280,Lauderdale,750,Lauderdale,8717
G2800770,1850,Mississippi,280,Lawrence,770,Lawrence,6478
G2800790,1850,Mississippi,280,Leake,790,Leake,5533
G2800870,1850,Mississippi,280,Lowndes,870,Lowndes,19544
G2800890,1850,Mississippi,280,Madison,890,Madison,18173
G2800910,1850,Mississippi,280,Marion,910,Marion,4410
G2800930,1850,Mississippi,280,Marshall,930,Marshall,29689
G2800950,1850,Mississippi,280,Monroe,950,Monroe,21172
G2800990,1850,Mississippi,280,Neshoba,990,Neshoba,4728
G2801010,1850,Mississippi,280,Newton,1010,Newton,4465
G2801030,1850,Mississippi,280,Noxubee,1030,Noxubee,16299
G2801050,1850,Mississippi,280,Oktibbeha,1050,Oktibbeha,9171
G2801070,1850,Mississippi,280,Panola,1070,Panola,11444
G2801110,1850,Mississippi,280,Perry,1110,Perry,2438
G2801130,1850,Mississippi,280,Pike,1130,Pike,7360
G2801150,1850,Mississippi,280,Pontotoc,1150,Pontotoc,17112
G2801210,1850,Mississippi,280,Rankin,1210,Rankin,7227
G2801230,1850,Mississippi,280,Scott,1230,Scott,3961
G2801270,1850,Mississippi,280,Simpson,1270,Simpson,4734
G2801290,1850,Mississippi,280,Smith,1290,Smith,4071
G2801330,1850,Mississippi,280,Sunflower,1330,Sunflower,1102
G2801350,1850,Mississippi,280,Tallahatchie,1350,Tallahatchie,4643
G2801390,1850,Mississippi,280,Tippah,1390,Tippah,20741
G2801410,1850,Mississippi,280,Tishomingo,1410,Tishomingo,15490
G2801430,1850,Mississippi,280,Tunica,1430,Tunica,1314
G2801490,1850,Mississippi,280,Warren,1490,Warren,18120
G2801510,1850,Mississippi,280,Washington,1510,Washington,8389
G2801530,1850,Mississippi,280,Wayne,1530,Wayne,2892
G2801570,1850,Mississippi,280,Wilkinson,1570,Wilkinson,16914
G2801590,1850,Mississippi,280,Winston,1590,Winston,7956
G2801610,1850,Mississippi,280,Yalobusha,1610,Yalobusha,17258
G2801630,1850,Mississippi,280,Yazoo,1630,Yazoo,14418
G2900010,1850,Missouri,290,Adair,10,Adair,2342
G2900030,1850,Missouri,290,Andrew,30,Andrew,9433
G2900050,1850,Missouri,290,Atchison,50,Atchison,1678
G2900070,1850,Missouri,290,Audrain,70,Audrain,3506
G2900090,1850,Missouri,290,Barry,90,Barry,3467
G2900130,1850,Missouri,290,Bates,130,Bates,3669
G2900150,1850,Missouri,290,Benton,150,Benton,5015
G2900190,1850,Missouri,290,Boone,190,Boone,14979
G2900210,1850,Missouri,290,Buchanan,210,Buchanan,12975
G2900230,1850,Missouri,290,Butler,230,Butler,1616
G2900250,1850,Missouri,290,Caldwell,250,Caldwell,2316
G2900270,1850,Missouri,290,Callaway,270,Callaway,13827
G2900290,1850,Missouri,290,Camden,290,Camden,2338
G2900310,1850,Missouri,290,Cape Girardeau,310,Cape Girardeau,13912
G2900330,1850,Missouri,290,Carroll,330,Carroll,5441
G2900370,1850,Missouri,290,Cass,370,Cass,6090
G2900390,1850,Missouri,290,Cedar,390,Cedar,3361
G2900410,1850,Missouri,290,Chariton,410,Chariton,7514
G2900450,1850,Missouri,290,Clark,450,Clark,5527
G2900470,1850,Missouri,290,Clay,470,Clay,10332
G2900490,1850,Missouri,290,Clinton,490,Clinton,3786
G2900510,1850,Missouri,290,Cole,510,Cole,6696
G2900530,1850,Missouri,290,Cooper,530,Cooper,12950
G2900550,1850,Missouri,290,Crawford,550,Crawford,6397
G2900570,1850,Missouri,290,Dade,570,Dade,4246
G2900590,1850,Missouri,290,Dallas,590,Dallas,3648
G2900610,1850,Missouri,290,Daviess,610,Daviess,5298
G2900630,1850,Missouri,290,DeKalb,630,De Kalb,2075
G2900655,1850,Missouri,290,Dodge,655,Dodge,375
G2900690,1850,Missouri,290,Dunklin,690,Dunklin,1229
G2900710,1850,Missouri,290,Franklin,710,Franklin,11021
G2900730,1850,Missouri,290,Gasconade,730,Gasconade,4996
G2900750,1850,Missouri,290,Gentry,750,Gentry,4248
G2900770,1850,Missouri,290,Greene,770,Greene,12785
G2900790,1850,Missouri,290,Grundy,790,Grundy,3006
G2900810,1850,Missouri,290,Harrison,810,Harrison,2447
G2900830,1850,Missouri,290,Henry,830,Henry,4052
G2900850,1850,Missouri,290,Hickory,850,Hickory,2329
G2900870,1850,Missouri,290,Holt,870,Holt,3957
G2900890,1850,Missouri,290,Howard,890,Howard,13969
G2900950,1850,Missouri,290,Jackson,950,Jackson,14000
G2900970,1850,Missouri,290,Jasper,970,Jasper,4223
G2900990,1850,Missouri,290,Jefferson,990,Jefferson,6928
G2901010,1850,Missouri,290,Johnson,1010,Johnson,7464
G2901030,1850,Missouri,290,Knox,1030,Knox,2894
G2901050,1850,Missouri,290,Laclede,1050,Laclede,2498
G2901070,1850,Missouri,290,Lafayette,1070,Lafayette,13690
G2901090,1850,Missouri,290,Lawrence,1090,Lawrence,4859
G2901110,1850,Missouri,290,Lewis,1110,Lewis,6578
G2901130,1850,Missouri,290,Lincoln,1130,Lincoln,9421
G2901150,1850,Missouri,290,Linn,1150,Linn,4058
G2901170,1850,Missouri,290,Livingston,1170,Livingston,4247
G2901190,1850,Missouri,290,McDonald,1190,Mcdonald,2236
G2901210,1850,Missouri,290,Macon,1210,Macon,6565
G2901230,1850,Missouri,290,Madison,1230,Madison,6003
G2901270,1850,Missouri,290,Marion,1270,Marion,12230
G2901290,1850,Missouri,290,Mercer,1290,Mercer,2691
G2901310,1850,Missouri,290,Miller,1310,Miller,3834
G2901330,1850,Missouri,290,Mississippi,1330,Mississippi,3123
G2901350,1850,Missouri,290,Moniteau,1350,Moniteau,6004
G2901370,1850,Missouri,290,Monroe,1370,Monroe,10541
G2901390,1850,Missouri,290,Montgomery,1390,Montgomery,5489
G2901410,1850,Missouri,290,Morgan,1410,Morgan,4650
G2901430,1850,Missouri,290,New Madrid,1430,New Madrid,5541
G2901450,1850,Missouri,290,Newton,1450,Newton,4268
G2901470,1850,Missouri,290,Nodaway,1470,Nodaway,2118
G2901490,1850,Missouri,290,Oregon,1490,Oregon,1432
G2901510,1850,Missouri,290,Osage,1510,Osage,6704
G2901530,1850,Missouri,290,Ozark,1530,Ozark,2294
G2901570,1850,Missouri,290,Perry,1570,Perry,7215
G2901590,1850,Missouri,290,Pettis,1590,Pettis,5150
G2901630,1850,Missouri,290,Pike,1630,Pike,13609
G2901650,1850,Missouri,290,Platte,1650,Platte,16845
G2901670,1850,Missouri,290,Polk,1670,Polk,6186
G2901690,1850,Missouri,290,Pulaski,1690,Pulaski,3998
G2901710,1850,Missouri,290,Putnam,1710,Putnam,1636
G2901730,1850,Missouri,290,Ralls,1730,Ralls,6151
G2901750,1850,Missouri,290,Randolph,1750,Randolph,9439
G2901770,1850,Missouri,290,Ray,1770,Ray,10373
G2901790,1850,Missouri,290,Reynolds,1790,Reynolds,1849
G2901810,1850,Missouri,290,Ripley,1810,Ripley,2830
G2901830,1850,Missouri,290,St Charles,1830,St Charles,11454
G2901850,1850,Missouri,290,St Clair,1850,St Clair,3556
G2901860,1850,Missouri,290,Ste Genevieve,1860,Ste Genevieve,5313
G2901870,1850,Missouri,290,St Francois,1870,St Francois,4964
G2901890,1850,Missouri,290,St Louis,1890,St Louis,104978
G2901950,1850,Missouri,290,Saline,1950,Saline,8843
G2901970,1850,Missouri,290,Schuyler,1970,Schuyler,3287
G2901990,1850,Missouri,290,Scotland,1990,Scotland,3782
G2902010,1850,Missouri,290,Scott,2010,Scott,3182
G2902030,1850,Missouri,290,Shannon,2030,Shannon,1199
G2902050,1850,Missouri,290,Shelby,2050,Shelby,4253
G2902070,1850,Missouri,290,Stoddard,2070,Stoddard,4277
G2902110,1850,Missouri,290,Sullivan,2110,Sullivan,2983
G2902130,1850,Missouri,290,Taney,2130,Taney,4373
G2902150,1850,Missouri,290,Texas,2150,Texas,2312
G2902190,1850,Missouri,290,Warren,2190,Warren,5860
G2902210,1850,Missouri,290,Washington,2210,Washington,8811
G2902230,1850,Missouri,290,Wayne,2230,Wayne,4518
G2902290,1850,Missouri,290,Wright,2290,Wright,3387
G3300010,1850,New Hampshire,330,Belknap,10,Belknap,17721
G3300030,1850,New Hampshire,330,Carroll,30,Carroll,20157
G3300050,1850,New Hampshire,330,Cheshire,50,Cheshire,30144
G3300070,1850,New Hampshire,330,Coos,70,Coos,11853
G3300090,1850,New Hampshire,330,Grafton,90,Grafton,42343
G3300110,1850,New Hampshire,330,Hillsborough,110,Hillsborough,57478
G3300130,1850,New Hampshire,330,Merrimack,130,Merrimack,40337
G3300150,1850,New Hampshire,330,Rockingham,150,Rockingham,49194
G3300170,1850,New Hampshire,330,Strafford,170,Strafford,29374
G3300190,1850,New Hampshire,330,Sullivan,190,Sullivan,19375
G3400010,1850,New Jersey,340,Atlantic,10,Atlantic,8961
G3400030,1850,New Jersey,340,Bergen,30,Bergen,14725
G3400050,1850,New Jersey,340,Burlington,50,Burlington,43203
G3400070,1850,New Jersey,340,Camden,70,Camden,25422
G3400090,1850,New Jersey,340,Cape May,90,Cape May,6433
G3400110,1850,New Jersey,340,Cumberland,110,Cumberland,17189
G3400130,1850,New Jersey,340,Essex,130,Essex,73950
G3400150,1850,New Jersey,340,Gloucester,150,Gloucester,14655
G3400170,1850,New Jersey,340,Hudson,170,Hudson,21822
G3400190,1850,New Jersey,340,Hunterdon,190,Hunterdon,28990
G3400210,1850,New Jersey,340,Mercer,210,Mercer,27992
G3400230,1850,New Jersey,340,Middlesex,230,Middlesex,28635
G3400250,1850,New Jersey,340,Monmouth,250,Monmouth,30313
G3400270,1850,New Jersey,340,Morris,270,Morris,30158
G3400290,1850,New Jersey,340,Ocean,290,Ocean,10032
G3400310,1850,New Jersey,340,Passaic,310,Passaic,22569
G3400330,1850,New Jersey,340,Salem,330,Salem,19467
G3400350,1850,New Jersey,340,Somerset,350,Somerset,19692
G3400370,1850,New Jersey,340,Sussex,370,Sussex,22989
G3400410,1850,New Jersey,340,Warren,410,Warren,22358
G3550035,1850,New Mexico Territory,355,Bernalillo,35,Bernalillo,7751
G3550315,1850,New Mexico Territory,355,Rio Arriba,315,Rio Arriba,10668
G3550395,1850,New Mexico Territory,355,San Miguel,395,San Miguel,7074
G3550415,1850,New Mexico Territory,355,Santa Anna,415,Santa Anna,4645
G3550435,1850,New Mexico Territory,355,Santa Fe,435,Santa Fe,7713
G3550495,1850,New Mexico Territory,355,Taos,495,Taos,9507
G3550555,1850,New Mexico Territory,355,Valencia,555,Valencia,14189
G3600010,1850,New York,360,Albany,10,Albany,93279
G3600030,1850,New York,360,Allegany,30,Allegany,37808
G3600070,1850,New York,360,Broome,70,Broome,30660
G3600090,1850,New York,360,Cattaraugus,90,Cattaraugus,38950
G3600110,1850,New York,360,Cayuga,110,Cayuga,55458
G3600130,1850,New York,360,Chautauqua,130,Chautauqua,50493
G3600150,1850,New York,360,Chemung,150,Chemung,28821
G3600170,1850,New York,360,Chenango,170,Chenango,40311
G3600190,1850,New York,360,Clinton,190,Clinton,40047
G3600210,1850,New York,360,Columbia,210,Columbia,43073
G3600230,1850,New York,360,Cortland,230,Cortland,25140
G3600250,1850,New York,360,Delaware,250,Delaware,39834
G3600270,1850,New York,360,Dutchess,270,Dutchess,58992
G3600290,1850,New York,360,Erie,290,Erie,100993
G3600310,1850,New York,360,Essex,310,Essex,31148
G3600330,1850,New York,360,Franklin,330,Franklin,25102
G3600350,1850,New York,360,Fulton,350,Fulton,20171
G3600370,1850,New York,360,Genesee,370,Genesee,28488
G3600390,1850,New York,360,Greene,390,Greene,33126
G3600410,1850,New York,360,Hamilton,410,Hamilton,2188
G3600430,1850,New York,360,Herkimer,430,Herkimer,38244
G3600450,1850,New York,360,Jefferson,450,Jefferson,68153
G3600470,1850,New York,360,Kings,470,Kings,138882
G3600490,1850,New York,360,Lewis,490,Lewis,24564
G3600510,1850,New York,360,Livingston,510,Livingston,40875
G3600530,1850,New York,360,Madison,530,Madison,43072
G3600550,1850,New York,360,Monroe,550,Monroe,87650
G3600570,1850,New York,360,Montgomery,570,Montgomery,31992
G3600610,1850,New York,360,New York,610,New York,515547
G3600630,1850,New York,360,Niagara,630,Niagara,42276
G3600650,1850,New York,360,Oneida,650,Oneida,99566
G3600670,1850,New York,360,Onondaga,670,Onondaga,85890
G3600690,1850,New York,360,Ontario,690,Ontario,43929
G3600710,1850,New York,360,Orange,710,Orange,57145
G3600730,1850,New York,360,Orleans,730,Orleans,28501
G3600750,1850,New York,360,Oswego,750,Oswego,62198
G3600770,1850,New York,360,Otsego,770,Otsego,48638
G3600790,1850,New York,360,Putnam,790,Putnam,14138
G3600810,1850,New York,360,Queens,810,Queens,36833
G3600830,1850,New York,360,Rensselaer,830,Rensselaer,73363
G3600850,1850,New York,360,Richmond,850,Richmond,15061
G3600870,1850,New York,360,Rockland,870,Rockland,16962
G3600890,1850,New York,360,St Lawrence,890,St Lawrence,68617
G3600910,1850,New York,360,Saratoga,910,Saratoga,45646
G3600930,1850,New York,360,Schenectady,930,Schenectady,20054
G3600950,1850,New York,360,Schoharie,950,Schoharie,33548
